job_title,university,location,job_type,date
Adjunct Professor Computing Technology/CompTIA A+ Prep--Fall 2019-Spring 2020,Fairleigh Dickinson University,Teaneck  NJ,Information Systems and Technology,09/10/19
Assistant Professor - Computer Science,Central Washington University,Ellensburg  WA,Computer Science,09/10/19
Assistant Professor Position in Computer and Information Science,Columbia College,Columbia  SC,Computer Science,09/09/19
Assistant Professor of Computer Science  Tenure-track,Elon University,Elon  NC,Computer Science,09/09/19
Visiting Assistant Professor of Data Analytics,Ohio Wesleyan University,Delaware  OH,Mathematics,09/09/19
Research Associate in Electrical and Computer Engineering and Computer Science,University of Virginia,Charlottesville  VA,Computer Engineering,09/09/19
Assistant/Associate/Full Professor,Washington State University,Pullman  WA,Electrical Engineering,09/09/19
Professor of Practice  Cybersecurity - 997854,Drake University,Des Moines  IA,Computer Science,09/09/19
FY20 - Computer Information Systems Instructor,East Los Angeles College,Monterey Park  CA,Computer Science,09/09/19
Assistant Professor of Computer Science,University of Wisconsin Oshkosh,Oshkosh  WI,Computer Science,09/09/19
Postdoc Fellow (Cybersecurity),Cornell University,Ithaca  NY,Computer Science,09/09/19
Faculty Positions in Data and Computational Science,Duke Kunshan University,Kunshan  Jiangsu  China,Computer Science,09/07/19
Faculty Positions in Applied and Theoretical Mathematics,Duke Kunshan University,Kunshan  Jiangsu  China,Mathematics,09/07/19
Cybersecurity Faculty,Anderson University,Anderson  SC,Computer Science,09/06/19
Assistant Professor of Computer Science,University of Texas of the Permian Basin,Odessa  TX,Computer Science,09/06/19
Computer Information Systems/Salesforce Tenure-Track or Special Appointment Faculty,Valley City State University,Valley City  ND,Computer Science,09/06/19
John D and Catherine T MacArthur Professor of Data Science,Bucknell University,Lewisburg  PA,Information Systems and Technology,09/06/19
Wenzhou-Kean University Assistant/Associate Professor/Lecturer in Computer Science,Wenzhou-Kean University,Wenzhou  China,Computer Science,09/06/19
Online Full Time Faculty - Introduction to Computer Science and Information Technology,Grand Canyon University,Phoenix  AZ,Computer Science,09/06/19
Assistant Professor of Computer Science - 997999,Drake University,Des Moines  IA,Computer Science,09/06/19
Faculty Positions in Computer Science,Virginia Tech,Blacksburg  VA,Computer Science,09/06/19
CSE Asst/Assoc/Full Professor,University of Michigan,Ann Arbor  MI,Computer Science,09/06/19
Assistant Professor  Computer Science,Springfield College,Springfield  MA,Computer Science,09/06/19
Lecturer/Assistant/Associate/Full Teaching Professor- Professional Master's programs in CS  Toronto,Northeastern University,Toronto  ON  Canada,Computer Science,09/06/19
Lecturer/Assistant/Associate/Full Teaching Professor - Professional Master's programs in CS  Vancouver  Canada,Northeastern University,Vancouver  BC  Canada,Computer Science,09/06/19
Associate Professor of the Practice  Computer Science  Metropolitan College,Boston University,Boston  MA,Computer Science,09/06/19
Assistant Professor,Colgate University,Hamilton  NY,Computer Science,09/05/19
Data Analytics: Various Part-Time Positions,Tufts University,Medford  MA,Computer Science,09/05/19
Post Doctoral Associate,Rutgers  The State University of New Jersey,New Brunswick  NJ,Computer Engineering,09/05/19
Assistant/Associate/Professor,Virginia Commonwealth University,Richmond  VA,Computer Science,09/05/19
Assistant/Associate/Full Professor of Computer Science,Grove City College,Grove City  PA,Computer Science,09/04/19
Part-Time Instructor: Cybersecurity (Online),University of California  Irvine,Online/Remote,Security Studies,09/04/19
Research Associate CY/ Senior Research Associate CY,Virginia Tech,Blacksburg  VA,Computer Science,09/04/19
Computer Science - Open Rank Tenure/Tenure-Track Faculty (Fall 2019),Colorado School of Mines,Golden  CO,Computer Science,09/04/19
Goodnight Distinguished Professor in Artificial Intelligence and Machine Learning,North Carolina State University,Raleigh  NC,Computer Science,09/04/19
Tenure Track Assistant Professor of Computer Science,Fairfield University,Fairfield  CT,Computer Science,09/04/19
Adjunct Faculty  Bioinformatics,La Salle University,Philadelphia  PA,Biological Engineering,09/04/19
Part-Time Instructor: Web Development,University of California  Irvine,Online/Remote,Computer Science,09/04/19
Digital Technology and Governance,Harvard University,Cambridge  MA,Political Science,09/04/19
Tenure track faculty position in Computer Science,Harvard University,Cambridge  MA,Computer Science,09/04/19
Lecturer in Computational Science and Data Science,Harvard University,Cambridge  MA,Computer Science,09/04/19
Network Security Adjunct Faculty Pool,Howard Community College,Columbia  MD,Computer Science,09/04/19
Onnela Lab Postdoctoral Research Fellow Position Digital Phenotyping / Smartphone Data Research,Harvard University,Cambridge  MA,Mathematics,09/04/19
Certified Microsoft IT Adjunct Faculty Pool,Howard Community College,Columbia  MD,Computer Science,09/04/19
Postdoctoral Fellow in Machine Learning and Design of Biological Systems,Harvard University,Cambridge  MA,Computer Science,09/04/19
Postdoctoral Research Fellow Positions in (i) Network Science and (ii) Biomedical Smartphone Research,Harvard University,Cambridge  MA,Mathematics,09/04/19
Assistant Professor of Computer Science (Tenure Track),St. Edward's University,Austin  TX,Computer Science,09/04/19
Computer Science - Teaching Faculty (Fall 2019),Colorado School of Mines,Golden  CO,Computer Science,09/04/19
Website Adjunct Faculty Pool,Howard Community College,Columbia  MD,Computer Science,09/04/19
Assistant or Associate Professor of Data Science/Analytics,Nevada State College,Henderson  NV,Computer Science,09/04/19
Assistant Professor  Computer Studies,Community College of Rhode Island,Warwick  RI,Computer Science,09/04/19
Research Asst Prof CY,Virginia Tech,Blacksburg  VA,Computer Science,09/04/19
Assistant/Associate Professor - Computer Science,Southern Connecticut State University,New Haven  CT,Computer Science,09/03/19
Assistant Professor  Computer & Digital Forensics,Champlain College,Burlington  VT,Computer Science,09/03/19
Assistant Professor Position in Computer Science and Innovation,Champlain College,Burlington  VT,Computer Science,09/03/19
Assistant Professor  Game Programming,Champlain College,Burlington  VT,Computer Science,09/03/19
Computer Science Open Rank Tenure-Track Faculty,Georgia State University,Atlanta Area  GA,Computer Science,09/03/19
Postdoctoral Associate CY,Virginia Tech,Blacksburg  VA,Computer Engineering,09/03/19
Full-Time Lecturer-Computer & Information Science,University of Massachusetts - Dartmouth,Dartmouth  MA,Information Systems and Technology,09/03/19
Postdoctoral Associate CY,Virginia Tech,Blacksburg  VA,Computer Engineering,09/03/19
Computer Science Faculty Position,St. Bonaventure University,St. Bonaventure  NY,Computer Science,09/02/19
Assistant Professor  Disability  Aging and Technology,University of Central Florida,Orlando  FL,Computer Engineering,09/02/19
Assistant Professor  Cyber Security and Privacy,University of Central Florida,Orlando  FL,Computer Science,09/02/19
Assistant or Associate Professor  Learning Sciences,University of Central Florida,Orlando  FL,Computer Science,09/02/19
Assistant Professor of Computer Science,Southern Utah University,Cedar City  UT,Computer Science,08/30/19
Assistant Professor-9 Month Appointment  Computer Science,Missouri State University,Springfield  MO,Computer Science,08/30/19
Postdoctoral Research Associate,Northeastern University,Boston  MA,Computer Science,08/30/19
Full-Time Assistant Professor Position for Technology Studies,Woosong University,Daejeon  South Korea,Computer Science,08/29/19
Open Rank NTT & Assistant Director of Data Science,Northeastern University,Boston  MA,Computer Science,08/29/19
Clinical Associate Professor for Cybersecurity,Indiana University Bloomington,Bloomington  IN,Computer Science,08/29/19
Lecturer - Computing Sciences,Coastal Carolina University,Conway  SC,Computer Science,08/28/19
Instructor SAP - Adjunct,Houston Community College,Houston  TX,Computer Science,08/28/19
Postdoctoral Research Associate (NSSAC)  Biocomplexity,University of Virginia,Charlottesville  VA,Computer Science,08/28/19
Assistant Professor - Computer Science,Adelphi University,Garden City  NY,Computer Science,08/28/19
Assistant  or Associate Professor-Autonomous Systems Policy,Syracuse University,Syracuse  NY,Computer Science,08/27/19
Visiting Assistant Professor/Visiting Instructor of Computer Science,Franklin &amp; Marshall College,Lancaster  PA,Computer Science,08/27/19
Tenure-Track Faculty Position in Computer Science,College of the Holy Cross,Worcester  MA,Computer Science,08/27/19
Adjunct Faculty - Computer and Online Technologies,Hazard Community and Technical College,Hazard  KY,Information Systems and Technology,08/27/19
Postdoctoral Associate CY,Virginia Tech,Blacksburg  VA,Computer Science,08/27/19
R1900214 - Postdoctoral Associate - Biomedical Informatics  Dept of,University at Buffalo,Buffalo  NY,Computer Science,08/27/19
Assistant Professor for Computer Science,East Central University,Ada  OK,Computer Science,08/26/19
Assistant Professor/Instructor of Computer Science (2 Positions),Franklin &amp; Marshall College,Lancaster  PA,Computer Science,08/26/19
Open Rank Faculty Position,West Virginia State University,Institute  WV,Mathematics,08/26/19
Assistant Professor of Computer Science,University of Central Missouri,Warrensburg  MO,Computer Science,08/26/19
Postdoctoral Teaching Fellow,New York Institute of Technology,Old Westbury  NY,Computer Science,08/26/19
Post-Doctoral Scientist,George Washington University,Washington  DC,Computer Science,08/26/19
Instructor  - Networking / CISCO,Tarrant County College District,Fort Worth  TX,Computer Science,08/26/19
Assistant Professor/Computer Science,Southern Oregon University,Ashland  OR,Computer Science,08/26/19
Postdoctoral Research Associate,Princeton University,Princeton  NJ,Computer Science,08/23/19
Computer Information Technology Adjunct Faculty (Online),Bluegrass Community and Technical College,Lexington  KY,Computer Science,08/23/19
Computer Information Technology Adjunct Faculty,Bluegrass Community and Technical College,Lexington  KY,Computer Science,08/23/19
Assistant Professor - Computer Science,SUNY Oneonta,Oneonta  NY,Computer Science,08/22/19
Assistant Professor  Cybersecurity Program,Gannon University,Erie  PA,Computer Engineering,08/22/19
Lecturer in Computer Science,North Dakota State University,Fargo  ND,Computer Science,08/22/19
R1900204 - Postdoctoral Associate - Structural Biology,University at Buffalo,Buffalo  NY,Biology,08/22/19
Instructor  Information Technology,Cuyahoga Community College,Cleveland  OH,Information Systems and Technology,08/21/19
Assistant Professor  Computer Science,Gonzaga University,Spokane  WA,Computer Science,08/21/19
Non-Tenure Track Lecturer,Southern Methodist University,Online/Remote,Other Science Faculty,08/20/19
Assistant Professor,Santa Clara University,Santa Clara  CA,Computer Science,08/20/19
Assistant Professor of Computer Science and Informatics,Indiana University Kokomo,Kokomo  IN,Information Systems and Technology,08/20/19
Assistant Professor,Texas Christian University,Fort Worth  TX,Computer Science,08/20/19
Postdoctoral Research Associate I,The University of Arizona,Tucson  AZ,Computer Science,08/20/19
Part Time Lecturer Professional Master's programs in Computer Science,Northeastern University,Vancouver  BC  Canada,Computer Science,08/20/19
Tenure-Track Faculty: Computer Science,Mohawk Valley Community College,Utica  NY,Computer Science,08/20/19
Assistant Professor - Network Social Dynamics,Syracuse University,Syracuse  NY,Computer Science,08/16/19
Assistant Professor - Trustworthy Cyberspace,Syracuse University,Syracuse  NY,Computer Science,08/16/19
Assistant or Associate Professor of Computer Science  Tenure-track,Muhlenberg College,Allentown  PA,Computer Science,08/16/19
Data Scientist - Schmidt DataX Project,Princeton University,Princeton  NJ,Laboratory and Research,08/16/19
Postdoctoral Research Associate,Rice University,Houston  TX,Astronomy and Astrophysics,08/16/19
Cyber Security Faculty Position (FT),Capitol Technology University,Laurel  MD,Computer Science,08/15/19
Adjunct Faculty  Lecturer of Computer Science,Colorado Mesa University,Grand Junction  CO,Computer Science,08/15/19
Program Mentor - Software,Western Governors University,Online/Remote,Computer Science,08/15/19
Faculty Position in Computer Science at Bennington College,Bennington College,Bennington  VT,Computer Science,08/14/19
Computer Information Systems - Adjunct Faculty (Pool),Mount Wachusett Community College,Gardner  MA,Computer Science,08/14/19
Part Time Lecturer  Computer Science  Metropolitan College,Boston University,Boston  MA,Computer Science,08/14/19
Assistant Professor of Computer Science,Providence College,Providence  RI,Computer Science,08/13/19
Post-Doctoral Scientist,George Washington University,Washington  DC,Political Science,08/13/19
Postdoctoral Research Associate,Texas A&amp;M University,College Station  TX,Computer Science,08/13/19
Postdoctoral Research Associate,Texas A&amp;M University,College Station  TX,Computer Science,08/13/19
Software Applications Adjunct Faculty Pool,Howard Community College,Columbia  MD,Computer Science,08/12/19
Adjunct Faculty/Cybersecurity,Westchester Community College,Valhalla  NY,Computer Science,08/09/19
Postdoctoral Research Fellow,George Mason University,Fairfax  VA,Computer Engineering,08/09/19
Computer Science/Bioinformatics - Assistant Professor Tenure Track,California State University  San Bernardino,San Bernardino  CA,Computer Science,08/09/19
Computer Science - Assistant Professor Tenure Track,California State University  San Bernardino,San Bernardino  CA,Computer Science,08/09/19
Postdoctoral Associate,Stony Brook University,Stony Brook  NY,Computer Science,08/09/19
Assistant Professor of Cyber Operations - Security Programming (Sierra Vista),The University of Arizona,Tucson  AZ,Computer Science,08/08/19
Specialist Series - Open Positions,University of California  Irvine,Irvine  CA,Psychology,08/08/19
Project Scientist Series - Open Positions,University of California  Irvine,Irvine  CA,Psychology,08/08/19
Postdoctoral Scholar - Open Positions,University of California  Irvine,Irvine  CA,Psychology,08/08/19
Adjunct Faculty,Texas A&amp;M University - Commerce,Commerce  TX,Computer Science,08/08/19
F1900098 - Assistant  Associate or Full Professor - Computer Science and Engineering,University at Buffalo,Buffalo  NY,Computer Engineering,08/08/19
F1900097 - Professor of Empire Innovation - Computer Science and Engineering,University at Buffalo,Buffalo  NY,Computer Engineering,08/08/19
Program Mentor  IT Computer Science,Western Governors University,Online/Remote,Computer Science,08/07/19
Assistant Professor in Computer Science,Davidson College,Davidson  NC,Computer Science,08/07/19
Part Time Instructor (College of Sciences and Technology),Savannah State University,Savannah  GA,Environmental Science  Ecology  and Forestry,08/07/19
Open Rank (Assistant Professor/Associate Professor) of Computer Science,St. John's University,Queens  NY,Computer Science,08/07/19
Assistant Professor of Computer Science (Tenure Track Appointment),St. John's University,Queens  NY,Computer Science,08/07/19
Research Associate,University of Colorado Boulder,Boulder  CO,Computer Science,08/07/19
Postdoctoral Research Associate - Department of Computer Science (119386),University of Illinois at Urbana-Champaign,Urbana  IL,Computer Science,08/07/19
Computer Science  Adjunct,University of Central Oklahoma,Edmond  OK,Computer Science,08/07/19
Computer Science Faculty - Adjunct,Olympic College,Bremerton  WA,Computer Science,08/06/19
Computer Science: Assistant Professor,University of Wisconsin - Eau Claire,Eau Claire  WI,Computer Science,08/06/19
Assistant Professor of Computer Science  Department of Computer Science,Williams College,Williamstown  MA,Computer Science,08/05/19
Faculty - Computer Science,Grand Canyon University,Phoenix  AZ,Computer Science,08/05/19
Assistant Professor of Information Systems,Florida Memorial University,Miami Gardens  FL,Information Systems and Technology,08/05/19
Assistant Professor - Computer Science,Worcester State University,Worcester  MA,Computer Science,08/05/19
Instructor  Computer Technologies (Cyber Crime/Security),Guilford Technical Community College,Jamestown  NC,Computer Science,08/05/19
Adjunct Faculty (Computer Science) NLC - req5868,Alamo Colleges,San Antonio  TX,Computer Science,08/05/19
Lecturer in Digital Forensics,Imam Abdulrahman Bin Faisal University,Dammam  Saudi Arabia,Computer Science,08/03/19
Lecturer in Cyber Security,Imam Abdulrahman Bin Faisal University,Dammam  Saudi Arabia,Computer Engineering,08/03/19
Associate Professor or Senior Assistant Professor in Cybersecurity,Imam Abdulrahman Bin Faisal University,Dammam  Saudi Arabia,Computer Science,08/03/19
Assistant Professor Computer Science,Binghamton University,Binghamton  NY,Computer Science,08/02/19
Neural Circuit Dynamics of Working Memory,Princeton University,Princeton  NJ,Psychology,08/02/19
Assistant Professor - Computing Sciences,Villanova University,Villanova  PA,Computer Science,08/02/19
Adjunct Instructor,University of North Texas,Denton  TX,Computer Science,08/02/19
Adjunct Instructor - Cyber Security,Bellevue University,Bellevue  NE,Security Studies,08/01/19
Computer Science Adjunct - Computer-Aided Technology,Oklahoma City Community College,Oklahoma City  OK,Computer Science,08/01/19
Assistant Professor of Computer Science (two positions to be filled),Sam Houston State University,Huntsville  TX,Computer Science,08/01/19
Instructor CISCO (CCNA) - Adjunct Continuing Education,Houston Community College,Houston  TX,Computer Science,07/31/19
Assistant/Associate Professor,Troy University,Troy  AL,Computer Science,07/31/19
Chair  Computer Science and Software Engineering Department,University of Wisconsin-Platteville,Platteville  WI,Computer Science,07/31/19
Adjunct Faculty  Computer Science - 998900,Miami Dade College,Miami  FL,Computer Science,07/31/19
Tenure Track Assistant/Associate Professor  Computer Information Systems,Bentley University,Waltham  MA,Information Systems and Technology,07/31/19
Instructor in Computer Information Systems  Romain College of Business - F19025F1,University of Southern Indiana,Evansville  IN,Information Systems and Technology,07/31/19
Faculty - Computer Science - College of Science  Engineering and Technology,Grand Canyon University,Phoenix  AZ,Computer Science,07/31/19
FT Computer Programming Instructor,Johnston Community College,Smithfield  NC,Computer Science,07/30/19
Faculty,Rider University,Lawrenceville  NJ,Computer Science,07/29/19
Course Director-SE-Web Design and Development,Full Sail University,Winter Park  FL,Computer Science,07/29/19
Computer Science Faculty - Full Time Tenure Track,Olympic College,Bremerton  WA,Computer Science,07/26/19
Assistant/Associate/Professor of Biomedical Informatics,Rutgers  The State University of New Jersey,New Brunswick  NJ,Computer Science,07/26/19
Instructor  Computer Science (Programming/Database),Guilford Technical Community College,Jamestown  NC,Computer Science,07/25/19
Part-time Faculty in Computer Science and Information Technology,Clayton State University,Morrow  GA,Computer Science,07/25/19
Lecturer or Senior Lecturer in Computer Science,Texas State University,Round Rock  TX,Computer Science,07/25/19
Adjunct Instructor,University of North Texas,Denton  TX,Computer Science,07/25/19
Assistant/Associate Professor of Computer Science-Tenure Track,Lake Superior State University,Sault Ste. Marie  MI,Computer Science,07/24/19
Computer Science - Assistant Professor in Computer Science - 091321,Appalachian State University,Boone  NC,Computer Science,07/24/19
Research Engineer,Stanford University,Stanford  CA,Computer Science,07/24/19
Academic Program Director/Associate Dean  Cyber Security,Western Governors University,Salt Lake City  UT,Computer Science,07/24/19
Adjunct Instructor  UX Certificate Program (Pooled Posting),Bentley University,Waltham  MA,Computer Science,07/24/19
Adjunct Instructor  Computer Science,Palm Beach State College,Palm Beach Gardens  FL,Computer Science,07/24/19
Assistant Professor of Computer Science,Sul Ross State University,Alpine  TX,Computer Science,07/23/19
Lecturer of Art and Visual Culture  Creative Coding,Spelman College,Atlanta  GA,Digital Arts,07/23/19
Adjunct Instructor  Computer Science,Harris-Stowe State University,Saint  Louis  MO,Computer Science,07/22/19
F1900085 - Assistant Professor of Teaching - Computer Science and Engineering,University at Buffalo,Buffalo  NY,Computer Science,07/22/19
Adjunct Faculty in Computer Science,University of South Carolina Beaufort,Beaufort  SC,Computer Science,07/19/19
Adjunct Faculty - Computing Sciences,Villanova University,Villanova  PA,Computer Science,07/19/19
Assistant Professor of Data Analytics (Specialization in Data-Driven Humanities),Denison University,Granville  OH,Computer Science,07/19/19
Assistant Professor of Data Analytics (Specialization in Applied Statistics),Denison University,Granville  OH,Computer Science,07/19/19
AY19-20 Adjunct Faculty of Computer Science,Governors State University,University Park  IL,Computer Science,07/18/19
Adjunct for Statistical Data Analysis,Fairleigh Dickinson University,Madison  NJ,Computer Science,07/18/19
Lecturer,Princeton University,Princeton  NJ,Computer Science,07/16/19
Lecturer and Assistant Director  Data Science Institute,Saint Peter's University,Jersey City  NJ,Computer Science,07/12/19
Assistant Professor Computer Science (2 Positions) Re-Posted,Cleveland State University,Cleveland  OH,Computer Science,07/11/19
Adjunct Instructor-Computer Education,Harris-Stowe State University,Saint  Louis  MO,Computer Science,07/11/19
Computer Science Faculty: Tenure Track,Massachusetts Bay Community College,Wellesley Hills  MA,Computer Science,07/11/19
Faculty  Tenure Track (FT) -  Assistant Professor - Technology Management,Utah Valley University,Orem  UT,Computer Science,07/11/19
Instructors - Open Pool,Colorado State University,Fort Collins  CO,Computer Science,07/10/19
CE- AutoCAD - Adjunct Pool,Houston Community College,Houston  TX,Computer Science,07/10/19
Assistant Professor: Society and Ethics in Data Science,University of California  San Diego,La Jolla  CA,Computer Science,07/10/19
Goodnight Distinguished Chair in Quantum Computing,North Carolina State University,Raleigh  NC,Computer Engineering,07/10/19
Department Chairperson  Business - 998844,Miami Dade College,Miami  FL,Computer Science,07/10/19
Assistant Professor of Computer Information Systems/Computer Science,Molloy College,Rockville Centre  NY,Computer Science,07/09/19
Adjunct Faculty: Computer Science,Shaw University,Raleigh  NC,Computer Science,07/09/19
Adjunct Faculty: Computer Information Science,Shaw University,Raleigh  NC,Computer Science,07/09/19
Assistant Professor - Computer Science,Marshall University,Huntington  WV,Computer Science,07/09/19
Program Mentor  IT Cyber Security,Western Governors University,Salt Lake City  UT,Computer Science,07/09/19
Cisco Associate (Part-time) Instructor Pool 2019 - 2020,MiraCosta College,Oceanside  CA,Computer Science,07/09/19
Tenure Track Assistant Professor of Computer Science and Engineering,Santa Clara University,Santa Clara  CA,Computer Science,07/09/19
Computer Studies & Information Technology (CSIT) Associate (Part-time) Instructor Pool 2019 - 2020,MiraCosta College,Oceanside  CA,Information Systems and Technology,07/09/19
Computer Science Associate (Part-time) Instructor Pool 2019 - 2020,MiraCosta College,Oceanside  CA,Computer Science,07/09/19
Postdoctoral Research Fellow,Northeastern University,Boston  MA,Computer Science,07/09/19
Adjunct Faculty in Database,DePaul University,Chicago  IL,Computer Science,07/05/19
Adjunct Faculty in Data Science,DePaul University,Chicago  IL,Computer Science,07/05/19
Adjunct Faculty in Cybersecurity,DePaul University,Chicago  IL,Computer Science,07/05/19
Adjunct Faculty in Computer Science,DePaul University,Chicago  IL,Computer Science,07/05/19
Adjunct Faculty in Web Development,DePaul University,Chicago  IL,Computer Science,07/05/19
Adjunct Faculty in User Experience Design,DePaul University,Chicago  IL,Computer Science,07/05/19
Adjunct Faculty in Software Engineering,DePaul University,Chicago  IL,Computer Science,07/05/19
Adjunct Faculty in Network Engineering,DePaul University,Chicago  IL,Computer Science,07/05/19
Adjunct Lecturer-Institute for Professional Development,DePaul University,Chicago  IL,Computer Science,07/05/19
Adjunct Instructor - Web Development,Hocking College,Nelsonville  OH,Computer Science,07/05/19
Tenure-Track Assistant - Associate Professor of Computer Science,West Chester University,West Chester  PA,Computer Science,07/03/19
Assistant Professor of Computer Science,Denison University,Granville  OH,Computer Science,07/03/19
Adjunct Instructor  Computer Science,Palm Beach State College,Loxahatchee Groves  FL,Computer Science,07/02/19
Assistant Professor of Computer Science (UPDATED),Salisbury University,Salisbury  MD,Computer Science,07/01/19
Assistant/Associate Professor,Troy University,Troy  AL,Computer Science,06/29/19
Assistant Professor,Oregon Institute of Technology,Wilsonville  OR,Computer Science,06/28/19
Instructor or Lecturer  Statistics and Data Science,University of Central Florida,Orlando  FL,Statistics,06/28/19
Assistant Research Professor  Computational Simulation of Social Behavior,University of Central Florida,Orlando  FL,Computer Science,06/28/19
Assistant Professor  Statistics and Data Science,University of Central Florida,Orlando  FL,Computer Science,06/28/19
Adjunct Faculty (SDEV) PAC - req5782,Alamo Colleges,San Antonio  TX,Computer Science,06/28/19
Adjunct - Computer Science,San Bernardino Community College District,San Bernardino  CA,Computer Science,06/28/19
Non-Credit Instructor (Part Time),Rutgers  The State University of New Jersey,New Brunswick  NJ,Radio  Television  and Film,06/25/19
Adjunct Faculty: Computer Science Department-Fall 2019 semester,Bunker Hill Community College,Boston  MA,Computer Science,06/24/19
Adjunct Faculty  Computer Science - BUSCA Lehigh Valley,La Salle University,Philadelphia  PA,Computer Science,06/24/19
Adjunct Lecturer - Network and Computer Security: Cybersecurity,SUNY Polytechnic Institute,Utica  NY,Computer Science,06/22/19
Digital Learning Postdoctoral Associate,Massachusetts Institute of Technology,Cambridge  MA,Computer Science,06/22/19
Computer Science Faculty Adjunct Pool,Texas Christian University,Fort Worth  TX,Computer Science,06/21/19
Adjunct Instructor  Computer Science,Palm Beach State College,Belle Glade  FL,Computer Science,06/21/19
Postdoctoral Research Associate,Northeastern University,Boston  MA,Computer Science,06/21/19
Adjunct Faculty (Computer Science),Texas A&amp;M International University,Laredo  TX,Computer Science,06/20/19
Adjunct Faculty (Computer Science) (Online Instruction),Texas A&amp;M International University,Online/Remote,Computer Science,06/20/19
PT Information Technology and Networking Instructor (General),Johnston Community College,Smithfield  NC,Information Systems and Technology,06/20/19
MSSA Reserve Faculty Instructor  Server & Cloud Administration - Fort Campbell  KY,Embry-Riddle Aeronautical University,Fort Campbell  KY,Information Systems and Technology,06/19/19
Part-Time Computer Science Instructor (Applicant Pool),Georgia State University,Atlanta Area  GA,Computer Science,06/19/19
Adjunct Instructor  C# (PT)  at Orange County High School,Durham Technical Community College,Durham  NC,Computer Science,06/19/19
Adjunct Instructor  C++,Durham Technical Community College,Durham  NC,Computer Science,06/19/19
Adjunct Instructor  Swift,Durham Technical Community College,Durham  NC,Computer Science,06/19/19
Adjunct Instructor  SQL,Durham Technical Community College,Durham  NC,Computer Science,06/19/19
Adjunct Instructor  SAS,Durham Technical Community College,Durham  NC,Computer Science,06/19/19
Adjunct Instructor  Python,Durham Technical Community College,Durham  NC,Computer Science,06/19/19
Adjunct Instructor  Project Management,Durham Technical Community College,Durham  NC,Computer Science,06/19/19
Adjunct Instructor  PHP,Durham Technical Community College,Durham  NC,Computer Science,06/19/19
Adjunct Instructor  Java,Durham Technical Community College,Durham  NC,Computer Science,06/19/19
Computer Science Instructor Temporary Pool 2019-2021,East Stroudsburg University,East Stroudsburg  PA,Computer Science,06/19/19
Adjunct Faculty - Computer Science - Bolling AFB,Central Texas College,Killeen  TX,Computer Science,06/18/19
Cybersecurity - Assistant Professor Tenure Track,California State University  San Bernardino,San Bernardino  CA,Computer Science,06/18/19
Assistant Professor (Computer Science),Prairie View A&amp;M University,Prairie View  TX,Computer Science,06/18/19
Part Time Teaching -Fall Semester,Rutgers  The State University of New Jersey,New Brunswick  NJ,Computer Science,06/18/19
Instructor (Part Time),Rutgers  The State University of New Jersey,New Brunswick  NJ,Art,06/15/19
Adjunct Faculty (Administrative Computer Technology) PAC - req5635,Alamo Colleges,San Antonio  TX,Computer Science,06/14/19
Assistant Professor (2 positions),Wright State University,Dayton  OH,Computer Science,06/13/19
Biomedical Research Engineer,Stanford University,Stanford  CA,Biology,06/13/19
Instructor,Wright State University,Dayton  OH,Computer Science,06/12/19
Adjunct  Computer Science,Saint Joseph's University,Philadelphia  PA,Computer Science,06/12/19
Adjunct Faculty  Computer Science,La Salle University,Philadelphia  PA,Computer Science,06/11/19
Adjunct Instructors for the Computer Studies and Mathematics Department,University of Dubuque,Dubuque  IA,Mathematics,06/10/19
Postdoctoral Fellow in Center for Complex Networks and Systems Research,Indiana University Bloomington,Bloomington  IN,Computer Science,06/07/19
Adjunct Instructors,University of Dubuque,Dubuque  IA,Accounting,06/06/19
Limited Term Adjunct Instructor  UA South (Network Operations) (Multiple Positions),The University of Arizona,Tucson  AZ,Computer Science,06/06/19
Clinical Assistant Professor (C/T),University of Colorado Denver,Denver  CO,Computer Science,06/06/19
Assistant/Associate Professor of Business  Data Analytics/Information Technology/Information Systems,Liberty University,Lynchburg  VA,Computer Science,06/04/19
Adjunct/Affiliate Faculty- Data Engineering- College of Adult and Graduate Studies,Colorado Christian University,Lakewood  CO,Computer Science,06/04/19
Adjunct  CIS,Frederick Community College,Frederick  MD,Computer Science,06/03/19
Assistant  Associate  Full Professor in Computer Sciences,Imam Abdulrahman Bin Faisal University,Jubail  Saudi Arabia,Computer Science,06/02/19
Adjunct Cyber Security & Network Systems Instructor,Hocking College,Nelsonville  OH,Information Systems and Technology,05/29/19
Part-time Teaching Faculty --  Fundamentals of AI,City University of Seattle,Seattle  WA,Computer Science,05/29/19
Temporary Lecturer - Data Science Program 2019/2020,University of California  San Diego,San Diego  CA,Computer Science,05/27/19
Part-Time Lecturer (Network Forensics),Eastern Michigan University,Ypsilanti  MI,Computer Science,05/24/19
Part-Time Lecturer (MS Windows Server),Eastern Michigan University,Ypsilanti  MI,Computer Science,05/24/19
Part-Time Lecturer (Ethical Hacking/Penetration Testing),Eastern Michigan University,Ypsilanti  MI,Computer Science,05/24/19
Part-Time Lecturer (Cryptography/Cryptanalysis),Eastern Michigan University,Ypsilanti  MI,Computer Science,05/24/19
Adjunct Instructor - Information Systems/Cybersecurity,Maryville University of Saint Louis,St. Louis  MO,Information Systems and Technology,05/23/19
Associate Research Scholar,Princeton University,Princeton  NJ,Geology  Earth Sciences  and Oceanography,05/23/19
